MINISTERIO DE DEFENSA NACIONAL;;;;;;;
POLICÍA NACIONAL;;;;;;;
;;;;;;;
;;;;;;;
;;;;;;;
DIRECCIÓN DE INVESTIGACIÓN CRIMINAL E INTERPOL;;;;;;;
GRUPO DE INFORMACIÓN DE CRIMINALIDAD;;;;;;;
VIOLENCIA INTRAFAMILIAR ;;;;;;;
PERÍODO DEL 01 DE ENERO AL 31 DE ENERO DEL 2024;;;;;;;
ARMA MEDIO ;DEPARTAMENTO ;MUNICIPIO ;FECHA HECHO ;GENERO ;*AGRUPA_EDAD_PERSONA;CODIGO DANE ;CANTIDAD 
SIN EMPLEO DE ARMAS;RISARALDA;Santa Rosa de Cabal;16/01/2024;FEMENINO;ADULTOS;66682000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santa Rosa de Cabal;21/01/2024;FEMENINO;ADULTOS;66682000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santa Rosa de Cabal;25/01/2024;FEMENINO;MENORES;66682000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santa Rosa de Cabal;25/01/2024;MASCULINO;MENORES;66682000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santa Rosa de Cabal;29/01/2024;FEMENINO;ADULTOS;66682000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santuario;20/01/2024;FEMENINO;ADULTOS;66687000;1
SIN EMPLEO DE ARMAS;RISARALDA;Santuario;29/01/2024;MASCULINO;ADULTOS;66687000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);01/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);04/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);09/01/2024;FEMENINO;ADULTOS;88001000;2
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);10/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);10/01/2024;FEMENINO;MENORES;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);10/01/2024;MASCULINO;MENORES;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);12/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);13/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);14/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);18/01/2024;FEMENINO;ADULTOS;88001000;2
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);19/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);20/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);21/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);26/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);26/01/2024;MASCULINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);27/01/2024;FEMENINO;ADULTOS;88001000;1
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);30/01/2024;FEMENINO;ADULTOS;88001000;3
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);30/01/2024;FEMENINO;MENORES;88001000;2
SIN EMPLEO DE ARMAS;SAN ANDRÉS;San Andrés (CT);30/01/2024;MASCULINO;MENORES;88001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Aguada;28/01/2024;FEMENINO;ADULTOS;68013000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barbosa;09/01/2024;FEMENINO;ADULTOS;68077000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barbosa;30/01/2024;FEMENINO;ADULTOS;68077000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barbosa;30/01/2024;MASCULINO;ADULTOS;68077000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barbosa;31/01/2024;FEMENINO;ADULTOS;68077000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;01/01/2024;FEMENINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;01/01/2024;MASCULINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;01/01/2024;MASCULINO;MENORES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;02/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;02/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;03/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;03/01/2024;MASCULINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;04/01/2024;FEMENINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;04/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;04/01/2024;MASCULINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;06/01/2024;FEMENINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;06/01/2024;FEMENINO;ADULTOS;68081000;3
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;06/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;08/01/2024;FEMENINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;08/01/2024;MASCULINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;09/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;09/01/2024;MASCULINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;10/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;12/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;13/01/2024;FEMENINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;13/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;14/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;15/01/2024;FEMENINO;ADULTOS;68081000;4
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;15/01/2024;MASCULINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;16/01/2024;FEMENINO;ADULTOS;68081000;4
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;18/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;19/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;22/01/2024;FEMENINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;22/01/2024;FEMENINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;22/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;23/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;24/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;25/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;25/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;26/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;26/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;28/01/2024;FEMENINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;28/01/2024;MASCULINO;MENORES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;29/01/2024;FEMENINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;29/01/2024;MASCULINO;ADULTOS;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;30/01/2024;FEMENINO;ADULTOS;68081000;2
SIN EMPLEO DE ARMAS;SANTANDER;Barrancabermeja;31/01/2024;MASCULINO;ADOLESCENTES;68081000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);01/01/2024;FEMENINO;ADULTOS;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);01/01/2024;MASCULINO;MENORES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);04/01/2024;FEMENINO;ADULTOS;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);05/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);05/01/2024;MASCULINO;ADULTOS;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);06/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);06/01/2024;MASCULINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);07/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);08/01/2024;FEMENINO;ADULTOS;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);09/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);11/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);13/01/2024;MASCULINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);14/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);16/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);17/01/2024;FEMENINO;ADULTOS;68001000;2
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);20/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);29/01/2024;FEMENINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);29/01/2024;MASCULINO;ADULTOS;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Bucaramanga (CT);29/01/2024;MASCULINO;MENORES;68001000;1
SIN EMPLEO DE ARMAS;SANTANDER;Cimitarra;05/01/2024;FEMENINO;ADULTOS;68190000;1
SIN EMPLEO DE ARMAS;SANTANDER;Cimitarra;29/01/2024;FEMENINO;ADULTOS;68190000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;09/01/2024;FEMENINO;ADULTOS;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;18/01/2024;FEMENINO;ADULTOS;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;21/01/2024;FEMENINO;ADOLESCENTES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;21/01/2024;FEMENINO;ADULTOS;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;23/01/2024;FEMENINO;ADOLESCENTES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;25/01/2024;FEMENINO;ADOLESCENTES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;26/01/2024;FEMENINO;MENORES;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Floridablanca;28/01/2024;FEMENINO;ADULTOS;68276000;1
SIN EMPLEO DE ARMAS;SANTANDER;Gambita;18/01/2024;FEMENINO;ADULTOS;68298000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;02/01/2024;MASCULINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;03/01/2024;MASCULINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;05/01/2024;FEMENINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;06/01/2024;FEMENINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;18/01/2024;FEMENINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;20/01/2024;MASCULINO;MENORES;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;21/01/2024;FEMENINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Girón;28/01/2024;FEMENINO;ADULTOS;68307000;1
SIN EMPLEO DE ARMAS;SANTANDER;Güepsa;11/01/2024;FEMENINO;ADULTOS;68327000;1
SIN EMPLEO DE ARMAS;SANTANDER;Málaga;30/01/2024;MASCULINO;ADULTOS;68432000;1
SIN EMPLEO DE ARMAS;SANTANDER;Ocamonte;01/01/2024;FEMENINO;ADULTOS;68498000;1
SIN EMPLEO DE ARMAS;SANTANDER;Oiba;03/01/2024;FEMENINO;ADULTOS;68500000;1
SIN EMPLEO DE ARMAS;SANTANDER;Páramo;31/01/2024;FEMENINO;ADULTOS;68533000;1
SIN EMPLEO DE ARMAS;SANTANDER;Piedecuesta;04/01/2024;FEMENINO;ADULTOS;68547000;1
SIN EMPLEO DE ARMAS;SANTANDER;Piedecuesta;10/01/2024;FEMENINO;ADULTOS;68547000;1
SIN EMPLEO DE ARMAS;SANTANDER;Piedecuesta;25/01/2024;FEMENINO;ADULTOS;68547000;1
SIN EMPLEO DE ARMAS;SANTANDER;Piedecuesta;29/01/2024;MASCULINO;ADOLESCENTES;68547000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puente Nacional;10/01/2024;MASCULINO;ADULTOS;68572000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;01/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;03/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;07/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;21/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;22/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;23/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;28/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;28/01/2024;MASCULINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;29/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;30/01/2024;FEMENINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Puerto Wilches;30/01/2024;MASCULINO;ADULTOS;68575000;1
SIN EMPLEO DE ARMAS;SANTANDER;Rionegro;03/01/2024;FEMENINO;ADULTOS;68615000;1
SIN EMPLEO DE ARMAS;SANTANDER;Rionegro;07/01/2024;MASCULINO;ADULTOS;68615000;1
SIN EMPLEO DE ARMAS;SANTANDER;Rionegro;09/01/2024;MASCULINO;ADULTOS;68615000;1
SIN EMPLEO DE ARMAS;SANTANDER;Rionegro;21/01/2024;FEMENINO;ADULTOS;68615000;1
SIN EMPLEO DE ARMAS;SANTANDER;Sabana de Torres;07/01/2024;FEMENINO;ADULTOS;68655000;1
SIN EMPLEO DE ARMAS;SANTANDER;Sabana de Torres;13/01/2024;FEMENINO;ADULTOS;68655000;1
SIN EMPLEO DE ARMAS;SANTANDER;Sabana de Torres;19/01/2024;FEMENINO;ADULTOS;68655000;1
SIN EMPLEO DE ARMAS;SANTANDER;Sabana de Torres;21/01/2024;FEMENINO;ADULTOS;68655000;1
SIN EMPLEO DE ARMAS;SANTANDER;Sabana de Torres;27/01/2024;FEMENINO;ADULTOS;68655000;1
SIN EMPLEO DE ARMAS;SANTANDER;San Andrés;01/01/2024;FEMENINO;ADULTOS;68669000;1
SIN EMPLEO DE ARMAS;SANTANDER;San Andrés;30/01/2024;MASCULINO;ADULTOS;68669000;1
SIN EMPLEO DE ARMAS;SANTANDER;San Gil;09/01/2024;FEMENINO;ADULTOS;68679000;1
SIN EMPLEO DE ARMAS;SANTANDER;San Gil;17/01/2024;FEMENINO;ADULTOS;68679000;1
SIN EMPLEO DE ARMAS;SANTANDER;Simacota;07/01/2024;FEMENINO;ADULTOS;68745000;1
SIN EMPLEO DE ARMAS;SANTANDER;Socorro;07/01/2024;MASCULINO;ADULTOS;68755000;1
SIN EMPLEO DE ARMAS;SANTANDER;Socorro;25/01/2024;FEMENINO;ADULTOS;68755000;1
SIN EMPLEO DE ARMAS;SANTANDER;Socorro;29/01/2024;FEMENINO;ADULTOS;68755000;1
SIN EMPLEO DE ARMAS;SANTANDER;Tona;27/01/2024;FEMENINO;ADULTOS;68820000;1
SIN EMPLEO DE ARMAS;SANTANDER;Vélez;15/01/2024;FEMENINO;ADULTOS;68861000;2
SIN EMPLEO DE ARMAS;SUCRE;Coloso;13/01/2024;FEMENINO;ADULTOS;70204000;1
SIN EMPLEO DE ARMAS;SUCRE;Coloso;13/01/2024;FEMENINO;ADULTOS;70204004;1
SIN EMPLEO DE ARMAS;SUCRE;Coloso;17/01/2024;MASCULINO;ADULTOS;70204000;1
SIN EMPLEO DE ARMAS;SUCRE;Coloso;21/01/2024;FEMENINO;ADULTOS;70204000;1
SIN EMPLEO DE ARMAS;SUCRE;Coloso;26/01/2024;FEMENINO;ADULTOS;70204000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;01/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;06/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;09/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;12/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;15/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;24/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;26/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Corozal;27/01/2024;FEMENINO;ADULTOS;70215000;1
SIN EMPLEO DE ARMAS;SUCRE;Galeras;06/01/2024;FEMENINO;ADULTOS;70235000;1
SIN EMPLEO DE ARMAS;SUCRE;Los Palmitos;13/01/2024;FEMENINO;ADULTOS;70418000;1
SIN EMPLEO DE ARMAS;SUCRE;Palmito;01/01/2024;FEMENINO;ADULTOS;70523012;1
SIN EMPLEO DE ARMAS;SUCRE;Palmito;02/01/2024;FEMENINO;ADULTOS;70523000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;14/01/2024;FEMENINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;15/01/2024;FEMENINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;15/01/2024;MASCULINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;20/01/2024;FEMENINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;23/01/2024;FEMENINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;23/01/2024;MASCULINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;Sampués;29/01/2024;MASCULINO;ADULTOS;70670000;1
SIN EMPLEO DE ARMAS;SUCRE;San Juan de Betulia;03/01/2024;FEMENINO;ADULTOS;70702000;1
SIN EMPLEO DE ARMAS;SUCRE;San Luis de Sincé;08/01/2024;FEMENINO;ADULTOS;70742000;1
SIN EMPLEO DE ARMAS;SUCRE;San Marcos;21/01/2024;FEMENINO;ADULTOS;70708000;1
SIN EMPLEO DE ARMAS;SUCRE;San Marcos;29/01/2024;FEMENINO;ADULTOS;70708000;1
SIN EMPLEO DE ARMAS;SUCRE;San Onofre;04/01/2024;FEMENINO;ADULTOS;70713000;1
SIN EMPLEO DE ARMAS;SUCRE;Santiago de Tolú;02/01/2024;FEMENINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;Santiago de Tolú;07/01/2024;MASCULINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;Santiago de Tolú;14/01/2024;FEMENINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;Santiago de Tolú;15/01/2024;FEMENINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;Santiago de Tolú;26/01/2024;MASCULINO;ADULTOS;70820000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);01/01/2024;FEMENINO;ADULTOS;70001000;3
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);02/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);03/01/2024;FEMENINO;ADULTOS;70001000;3
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);03/01/2024;MASCULINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);04/01/2024;FEMENINO;ADULTOS;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);04/01/2024;MASCULINO;MENORES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);06/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);08/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);09/01/2024;FEMENINO;ADULTOS;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);10/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);10/01/2024;MASCULINO;ADOLESCENTES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);11/01/2024;FEMENINO;ADULTOS;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);14/01/2024;FEMENINO;ADOLESCENTES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);14/01/2024;FEMENINO;ADULTOS;70001000;4
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);14/01/2024;MASCULINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);18/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);18/01/2024;FEMENINO;MENORES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);18/01/2024;MASCULINO;MENORES;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);19/01/2024;FEMENINO;ADULTOS;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);20/01/2024;FEMENINO;ADULTOS;70001000;3
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);21/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);23/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);23/01/2024;MASCULINO;ADULTOS;70001000;3
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);24/01/2024;MASCULINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);25/01/2024;FEMENINO;ADOLESCENTES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);26/01/2024;FEMENINO;ADULTOS;70001000;4
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);27/01/2024;FEMENINO;ADULTOS;70001000;2
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);27/01/2024;FEMENINO;MENORES;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);28/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);29/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sincelejo (CT);30/01/2024;FEMENINO;ADULTOS;70001000;1
SIN EMPLEO DE ARMAS;SUCRE;Sucre;09/01/2024;FEMENINO;ADOLESCENTES;70771000;1
SIN EMPLEO DE ARMAS;SUCRE;Tolú Viejo;21/01/2024;FEMENINO;ADULTOS;70823000;1
SIN EMPLEO DE ARMAS;SUCRE;Tolú Viejo;28/01/2024;FEMENINO;ADULTOS;70823000;1
SIN EMPLEO DE ARMAS;TOLIMA;Alvarado;16/01/2024;FEMENINO;ADULTOS;73026000;1
SIN EMPLEO DE ARMAS;TOLIMA;Armero;12/01/2024;FEMENINO;ADULTOS;73055000;1
SIN EMPLEO DE ARMAS;TOLIMA;Armero;25/01/2024;MASCULINO;ADULTOS;73055000;1
SIN EMPLEO DE ARMAS;TOLIMA;Cajamarca;26/01/2024;FEMENINO;ADULTOS;73124000;2
SIN EMPLEO DE ARMAS;TOLIMA;Carmen de Apicalá;21/01/2024;FEMENINO;ADULTOS;73148000;1
SIN EMPLEO DE ARMAS;TOLIMA;Casabianca;28/01/2024;MASCULINO;ADULTOS;73152000;1
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;01/01/2024;FEMENINO;ADULTOS;73168000;1
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;01/01/2024;FEMENINO;MENORES;73168000;2
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;02/01/2024;FEMENINO;ADULTOS;73168000;2
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;04/01/2024;FEMENINO;ADULTOS;73168000;1
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;16/01/2024;FEMENINO;ADULTOS;73168000;1
SIN EMPLEO DE ARMAS;TOLIMA;Chaparral;16/01/2024;MASCULINO;ADULTOS;73168000;1
